,Job Title,Company,multiple_details,Description
201,Multiple Data Analysts (APS5),Australian Bureau of Statistics,"['Brisbane', 'CBD & Inner Suburbs', 'Government & Defence', 'Government - Federal', '$75,200 to $84,468 plus 15.4% super ', 'Full time']"," About the ABSWe are Australia’s national statistical agency and an official source of independent, reliable information. We tell the real story of Australia, its economy, and its people by bringing life and meaning to numbers. We employ around 3,000 office/ work from home staff located across all capital cities and Geelong as well as 500 field-based interviewers. About the roles These are multiple permanent APS5 positions available full-time and part-time. Roles are based in Canberra, Sydney, Brisbane, Melbourne, Adelaide, Hobart and Perth in our Macroeconomic Statistics, Industry Statistics, Population and Labour Statistics teams.  As a Data Analyst you will be expected to have some relevant work experience however, we will support you with training, coaching and development opportunities. You will work in one of our divisional teams which have a diversity of work, people and locations. You will work collaboratively in a team of professionals to produce high quality statistics that Australia needs, and learn about relevant concepts, classifications, frameworks, data sources, methods and different types of analysis.  You will have opportunities to work on new developments such as evaluating and using new data sources and improving the processes and systems.  For example we have recently implemented the use of bank data to develop a monthly household spending indicator. View this video for more information on the types of work/ teams – SSG Recruitment Video - YouTube DutiesYour responsibilities, depending on the role, may include:analysing data for input into statistical compilation and data validation, including using alternative data sourcescommunicating findings, using judgement and real-world insights compiling and publishing statistical products, with a strong focus on continuous improvement applying statistical frameworks, classifications, standards and concepts that underpin the statistics working with internal and external clients to develop fit for purpose specifications of data solutions requirements critical thinking and reasoning: anticipating and analysing issues and developing logical conclusions  We are seeking people who have: strong conceptual, analytical, and creative skillsprevious work experience in a data or statistical roleexperience working in and contributing to a high performing teamgood oral and written communication skills, and can present and engage with clients/ stakeholdersDesirable (but not essential) are:experience supervising staff, and supporting staff developmentacademic qualifications in statistics, data science, mathematics, economics or other fields with a strong quantitative componentBenefitsAnnual salary increases Hybrid working (office and work from home)Inclusion and diversity networks Access to mentors and coaches Christmas to New Year shutdown (without using your leave)  Applications close 11:30 PM AEDT, Sunday 6th February"
202,Data Analyst,Clicks IT Recruitment (NSW),"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Information & Communication Technology', 'Database Development & Administration', 'Full time']","About the Role  Our client is looking to bring on-board a Data Analyst, to join their rapidly growing start-up organisation that is revolutionising the way people and businesses create and use code. Their goal is to deliver code in all languages from using basic plain text, which is the first of its kind. This is a full time, permanent role based in Sydney, Barangaroo.  To be a successful candidate for this role you will have a strong data mindset and having practical experience using tools such as SQL, visualisation tools, Tableau and/or Power BI. Additionally, you will be required to deal with external stakeholders with the on-boarding process of new clients to assist with data flows and improving clientele database.  Key RequirementsPerform initial data analysis and relevant requirements design.Build the documentation and data dictionary for each client.Liaise with R&D, client management and operations teams to provide insights into client data.Processing, cleansing, and verifying the integrity of data being used by implementing data transformations and data quality checks using Google BigQuery and dbt.Ad-hoc analysis and presentation of results to clients or internal teams.Strong proficiency in using SQL.Experience with data visualisation tools, such as Lookr, Tableau, Power BI, Cognos BI, Qlikview, or Google DataStudio.If you wish to apply for this position, please submit your resume by clicking the 'Apply Now' button. For further information please contact Dee Pollett at Clicks IT Recruitment on 02 9200 4452.At Clicks we embrace diversity, inclusion and equal opportunity.We provide reasonable adjustments, including alternate formats to the recruitment process for individuals with disability. If you require an adjustment to be made during the recruitment process, please call 1300 254 257 or email adjustments@clicks.com.au"
203,Sales & Marketing Operations Reporting Analyst,ELMO Software Limited,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Marketing & Communications', 'Market Research & Analysis', ' Competitive Salary + Bonus ', 'Full time']","About the roleReporting to the Sales and Marketing (S&M) Operations Manager, the S&M Operations Reporting Analyst is responsible for the development, management and delivery of data analysis, reporting, and business insights and executing sales operations strategies to drive efficiency working towards meeting business objectives.  Your day to day will look like:Having a deep understanding of how and where core commercial data is captured and representedDelivery of timely and accurate sales metrics including forecasting and target achievement, and marketing return-on-investment (ROI)Collaboration with teams across the business to clearly understand reporting needs to drive reporting focus and strategyWorking closely with ELMO executives and management, presenting meaningful business insights and analysisOwnership of reporting tools and standards across the commercial teamsWorking with the S&M Operations Manager to ensure alignment and understanding of business objectivesEffective data analysis and development of strategic initiatives to drive greater efficiency through fact-based decision making What we would like to see you bring to the team:Previous experience with sales and marketing reportingMarketo and/or Salesforce experience highly desiredPrevious experience working directly with a revenue team i.e. sales or marketingAdvanced skills in Microsoft ExcelHigh attention to detail and accuracyStrong analytical skillsStrong problem-solving skillsExceptional communication skills, both written and verbal More about our team & benefits/ Why ELMO?Flexible, family friendly environmentWellbeing initiatives: virtual yoga and meditation classesYou will be part of a fast-growing HR tech company where the opportunities are endlessInhouse Learning and Development initiativesELMO Social clubs (movies, books, Green team) and Communities of Interest (cooking, pets, gardening)Become part of a high calibre, social, supportive teamMonthly Employee rewardsMental Health programs Where it all began..Founded in 2002, ELMO Software is one of the fastest-growing technology companies in Australia and New Zealand, with offices both locally and abroad in the United Kingdom. ELMO is a cloud-based solution that helps thousands of organisations to effectively manage their people, process and pay.Since listing on the ASX in 2017, we have grown our annualised recurring revenue (ARR) from $19 million in FY17 to a forecast of $105 - $111 million in FY22, growing our people from 92 employees to over 600. What’s truly exciting is that this is what we achieved in just four years. We're at a whole new level of scale and still growing rapidly. Be part of the ELMO journey! ELMO Software Limited is an equal opportunity employer, and we encourage applicants from diverse backgrounds to join our team. Key to this role is an awareness of data privacy and security as you will be dealing with sensitive employee data in accordance with ELMO’s ISO27001:2013 Certified security policies and practices."
204,Senior Insights Analyst,WooliesX,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Consulting & Strategy', 'Analysts', 'Full time']","Senior Insights Analyst   Permanent role  Surry Hills based with WFH flexibility Help drive data driven decision making across Woolies X  About WooliesXAs a start-up business inside one of Australia's largest retailers, WooliesX aims to bring the best of Woolworths to our customers, powered by our team, technology and data. To achieve our customer 1st strategy, we have combined the Digital, eCommerce, Customer Loyalty and Financial Services businesses to transform the customer experience under one banner - WooliesX. Based between Bella Vista and Surry Hills, our vibrant, innovative and energetic collaboration spaces empower our teams to innovate and deliver an exceptional experience for our customers - no matter whether they choose to shop in-store, or online. We are an agile team who embrace diversity of thought and love to take on challenges with a pragmatic and innovative approach. Our culture thrives on mutual respect, care, curiosity, openness, and a proactive attitude. As a team, we continually seek ways to pair, collaborate, support and learn from each other!  About the roleEver wondered what happens behind the scenes of your Everyday Rewards offers? We're looking for a senior analyst to become part of one of the most ambitious data-driven Marketing teams in Australia.You will work with experienced Data Scientists and Data Driven Marketers to continue lifting our program to the next level through automation across the right offer, channel and time at scale.You would also be helping create a 360 view of our customers by integrating analytics and insights from our numerous data sources. By analysing our customers behaviour, you'd be helping to create and refine a model to determine customers level of engagement and develop strategies around increasing engagement. Responsibilities will include, but are not limited to:● Transform analytical output into actionable insights, build clients materials, and engage clients throughout the process (scoping to delivery)● Respond to ad-hoc analytical requests from internal stakeholders● Ensuring quality control and oversight of reporting outputs.● Responsible for providing deep dive campaign insights to increase incremental sales and optimise campaigns.● Working with marketing teams to create a strategy to improve targeting of BTL campaigns and increasing their return per contact Who we are looking for:We are looking for an experienced analyst with knowledge of marketing concepts and campaigns, as well as the ability to articulate ideas and deliver in a way that is clearly understood and achieves outcomes. This role will have high visibility and work on a range of high impact projects.  Requirements:  5+ years of experience working as an analyst. Experience in retail and/or marketing is preferred. A degree in a quantitative area e.g. Actuarial, Maths / Statistics, Engineering, Computer Science, Physics etc is preferred. Ability to maximise the value derived from data by presenting it in a format that is easily understood by the business Highly skilled in writing complex SQL constructs. Knowledgeable and experienced in using SQL, Python, Google Suite (Sheets, Slides), Excel, PowerPoint, Experience in working in complex, multi-stakeholder environments. Strong analytical skills with the ability to collect, organise, analyse and disseminate significant amounts of data. Strong negotiation and influencing skills. Lateral thinker and present with excellent interpersonal attributes.    Joining the Group As an inclusive, team-first company, our people are at the core of everything we do.  We care deeply about creating a workplace where our team members feel valued, respected and empowered. We are committed to providing equal opportunity regardless of gender identity, ethnicity, disability, sexual orientation or life stage. We are proud to be recognised as a Gold Tier Employer in the Australian Workplace Equality Index for LGBTQ+ inclusion and as an Employer of Choice for Gender Equality by the Workplace Gender Equality Agency.As our Group continues to evolve, innovate and support our communities, we encourage our team members to do the same with their own careers, by providing ongoing opportunities to grow and make a real difference.  We value flexibility, and encourage our team members to work in ways that meet their work/life commitments and support their wellbeing.  We work hard to create a safe and inclusive environment for all, and most importantly, we're all about creating better experiences – for our customers and for each other. We’d love to hear from You If you meet a number of the requirements, but not all, we encourage you to submit your application. You can learn more about working with us on LinkedIn [link removed] or via www.wowcareers.com.au. #LI #work180 Our Talent Acquisition Team and Hiring Leaders kindly request no unsolicited resumes or approaches from Recruitment Agencies. Woolworths Group is not responsible for any fees related to unsolicited resumes.        "
205,Data Assurance Analyst / BOS Administrator,Western Health,"['Melbourne', 'Western Suburbs', 'Healthcare & Medical', 'Other', 'Contract/Temp']","Data Assurance Analyst/BOS Administrator(Temporary Full Time until October 2023)  We are seeking to appoint a highly professional, self-motivated individual with well-developed data management and analysis skills to join a high-performing multidisciplinary team of business intelligence and analytic specialists at Western Health. The ideal candidate, with experience in public health industry preferred but not essential, will be enthusiastic and motivated with strong interpersonal skills to build productive relationships with staff at various levels of the organisation.To be Successful in this Role you will have:Relevant tertiary qualification and/or proven success in a similar roleDeveloped skills in the extraction, analysis and reporting of data, with a high level of attention to detailExcellent computer skills including well developed knowledge of MS Office productsThe ability to manage competing demands with a structured approach to problem resolutionStrong interpersonal and communication skills Duties:System administration of Birthing Outcomes System (BOS), the maternity software program used at Western HealthManagement of various mandatory dataset submission across Western Health, such as the Elective Surgery Information System (ESIS) datasetProvision of reports across the Health ServiceDevelop and maintain a sustainable reconciliation process of datasets between WH and DHHSUndertake any investigations to identify root causes of data quality issuesAssist in the development of data quality assurance reports  About UsOur workforce of over 9,000 employees are driven by our values of ‘Compassion, Accountability, Respect, Excellence and Safety’ (CARES). We value our people and provide them the opportunity to grow and develop.  Our teams are friendly and supportive, ensuring we deliver a safe, person-centred and connected patient experience.Western Health is in a period of rapid growth. Our services comprise of four acute public hospitals: Footscray Hospital, Sunshine Hospital (including Joan Kirner Women's and Children's), Williamstown Hospital and Bacchus Marsh & Melton Hospital. We also operate Sunbury Day Hospital, Hazeldean, Grant Lodge Residential Aged Care, as well as community health centres in Melton, Caroline Springs and Bacchus Marsh and a range of community-based services. We care for a diverse community of more than 1 million people with complex care needs ranging from Neonates to Geriatrics.Our employees enjoy a wide range of benefits such as:Professional development supportCareer advancement opportunitiesSalary packaging including novated vehicle leasingWork-life balanceWestern Health is an equal opportunity employer committed to attracting and retaining diversity in our workforce. We encourage applications from Aboriginal and Torres Strait Islander people.Western Health is committed to providing a safe environment for the children and young people who are involved in our services, sites and operations. We follow and abide by all legislative requirements to keep children and young people safe.All appointments are made subject to a satisfactory Police Record Check, an Immunisation status clearance (including evidence of COVID 19 vaccination) and (if applicable) a Working with Children’s Check.Western Health do not accept unsolicited resumes/applications from Recruitment Agencies.Enquiries: Allen FooPh: 83457639Position Ref: 42118Applications Close: 14/02/2022To view the position description or submit your application, please click the 'Apply for this job' button below."
206,Research Analyst Intern,Maqro Capital,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Banking & Financial Services', 'Analysis & Reporting', 'Part time']","Maqro Capital is a Financial Services company located in Sydney, NSW. We provide research, advisory and corporate finance transactions to both retail and wholesale clients, focusing on ASX-listed Equities and ETFs.The research division at Maqro Capital is responsible for the core investment strategy for each Financial Product, with a ‘top-down, bottom up’ approach for stock selection process. The research methodology applied consists of both systematic and discretionary strategies, with a focus on statistical analysis. What the role entails:Monitor economic conditions, market sentiments and financial conditions of the broader marketWork alongside the research team and CEO to generate investment ideasResearch and back-test investing strategies (Python and Excel VBA)Develop quantitative and qualitative skills necessary for the funds management industryIdentify and analyse catalyst events for new investment opportunitiesBuild economic, statistical and financial modelsReport writing for monthly reports, investment recommendations, articles and blogsProvide ad hoc research/analysis to support the Advisory and Sales team What we are looking for:Graduating/penultimate year student with a related tertiary education (Economics, Finance, Commerce, Engineering, Mathematics, Physics or Computer Science)Experience is favourable but not required. Applicants need to demonstrate a strong interest in the financial marketsAbility to understand key economic and finance theories/conceptsSound mathematical and statistical background, need to be familiar with basic statistical analysisExcellent written and verbal communication skills This is an unpaid intern position, with flexibility on working availability. Please send your CV and most recent academic transcript to julius.zondag@maqro.com.au"
207,"Business Insights Analyst, Business Insights",Xero,"['Melbourne', 'CBD & Inner Suburbs', 'Information & Communication Technology', 'Business/Systems Analysts', 'Competitive salary + company shares', 'Full time']","Xero is a beautiful, easy-to-use platform that helps small businesses and their accounting and bookkeeping advisors grow and thrive. At Xero, our purpose is to make life better for people in small business, their advisors, and communities around the world. This purpose sits at the centre of everything we do. We support our people to do the best work of their lives so that they can help small businesses succeed through better tools, information and connections. Because when they succeed they make a difference, and when millions of small businesses are making a difference, the world is a more beautiful place. About the team:The Data team is responsible for driving the adoption of data driven decision making across Xero - for both our internal users and our global audience of small business owners, bookkeepers and accountants. We create, manage and deliver a wide range of data services including core reporting, key data dimensions, extensible and scalable analytical data processing and storage facilities, machine learning tool sets, frameworks and AI prediction services. About the role:As a Business Insights Analyst you will build the foundation for insightful, data-driven reports and dashboards that drive change and deliver business value. This unique opportunity will allow you to both use your data wrangling and feature creation skills to develop insights in core areas, while at the same time championing adoption of self-serve analytics for specialist needs. Providing expert advice and promoting Test and Learn methodologies to ensure quality insights through self-serve analytics. You will be constantly seeking ways to implement insights in a way that can be shared and leveraged across many teams and users rather than enabling many point solutions.  You will be working closely with the wider Data team to Contribute to continuous improvement in the way Xero conducts analytics and delivers business insights by identifying areas of improvement in the data lifecycle and Data team’s ways of working. You will be an ambassador for the needs of data insight analysts and consumers across Xero to help alleviate their pain points and remove bottlenecks. You will also help with Business Insights Tool Administration as and when required including any other contributions as directed by the leadership team.You love gaining new skills and learning from experts to provide effective solutions to business problems using data analytics.You are comfortable working in a fast paced environment with competing priorities and ambiguous requirements.You are a quick learner, energetic team player, detail oriented and enjoy solving complex data problems. About you:Inquisitive, has a passion for data and is comfortable using data discovery tools.You have experience effectively converting data from multiple sources into information to aid in decision making.You enjoy collaboratively solving complex problems at scaleYou love gaining new skills and learning from experts to provide effective solutions to business problems using data analytics.You are comfortable with working with ambiguous requirements to solve problems and guide stakeholders.You are a quick learner, team player, detail oriented and enjoy exploring new tools and their functionalities. What you'll bring with you:Proven track record of successfully converting data into actionable, value-adding insights and recommendations.Expert in using SQL on large datasets and understanding of analytics techniques. Experience working on a data visualisation tool such as MicroStrategy/Tableau/Power BI.Expert level skills in understanding business problems and solving them through developing business insights.Strong stakeholder management skills and ability to influence decisions.Experience with transformation, data quality, and orchestration tools: Python, Snowflake, DBT, Datavault 2.0. Why Xero?At Xero we support many types of flexible working arrangements that allow you to balance your work, your life and your passions. We offer a great remuneration package including shares plus a range of leave options to suit your well-being. Our work environment encourages continuous improvement and career development and you’ll get to work with the latest technology.  Our collaborative and inclusive culture is one we’re immensely proud of. We know that a diverse workforce is a strength that enables businesses, including ours, to better understand and serve customers, attract top talent and innovate successfully. We are a member of Pride in Diversity, in recognition of our inclusive workplace. So, from the moment you step through our doors, you’ll feel welcome and supported to do the best work of your life."
208,Data Scientist,Michael Page Information Technology,"['ACT', 'Information & Communication Technology', 'Other', 'Highly attractive rates', 'Contract/Temp']","Bring your experience using statistical modelling and drawing data from highly specialised export control systems to support the development of advanced analytical models. Client DetailsWork for an organisation responsible for delivering Australia's export controls regime.DescriptionYou will be responsible for: Contributing to improving reporting outcomes through innovative thinking and implementing best practice business intelligence outcomes a key organisational branch.Developing regular and ad hoc reports extracting data from a key export control system to formulate insights to inform Senior Executive briefings.Identifying connections between systems and data (mainly structured data sets) and working on new ways to simplify, automate and standardise key business processes (including progressing the use of dash-boarding tools such as Power BI and Cognos).Building new models and tools that provide holistic insights about how we best manage trends or manage risk, identified from data indicators. Ability to use basic graphic design techniques to display business information, including presentations.ProfileYou are a highly experienced Data Scientist with a proven ability to use statistical modelling and draw data from highly specialised control systems to support the development of advanced analytical models. You will also understand graphic design to display data insights to key stakeholders. Job OfferJoin an organisation responsible for delivering Australia's export controls regime and use your experience using statistical modelling and drawing data from highly specialised export control systems to support the development of advanced analytical models.Work for an organisation responsible for delivering a key export control regime 5 months + 6 months | Baseline clearance mandatory  Contact  Jude Wolfe-Southall  02 6222 8948 0406 765 886   To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Jude Wolfe-Southall on + 61 2 6222 8948"
209,CRO Specialist - Unbeatable Company Culture,First Page Digital,"['Melbourne', 'CBD & Inner Suburbs', 'Marketing & Communications', 'Digital & Search Marketing', 'Full time']","Looking to take your career to a whole new level? Then this role is for you! First Page is a global digital marketing firm that transforms the way companies do business online. Since 2011 our mission has been to create amazing digital experiences, by implementing game changing digital strategies. As APAC’s highest rated digital agency, First Page has seen insane growth and won numerous awards over the past 3 years. The Opportunity:First Page requires an experienced CRO Specialist who wants to work with big brands and a kick ass team. You will be joining a specialised performance media agency that currently employs some of the best marketing minds globally. The collaboration and knowledge sharing between our talented team members is exceptional.What you’ll be doing: As our go-to CRO Specialist you will work closely with our marketing & account servicing teams to implement innovative CRO strategies. Never a dull moment!What you will be doing:Research, diagnose, strategise and execute on CRO initiatives.Responsible for running tests on key clients in a variety of testing platforms.Improve conversion rates and revenue for clients.Improve user experience metrics for clients.Educate the client on process and the “why”.Help build a strong and mature product offering.Help push the boundaries of what’s possible within existing client strategiesBenefits:Generous salary.Bi-Monthly offsite activities and a huge mid-year awards party.Fully stocked beer & wine fridge for when you are in the office.Nintendo Switches with all the latest and most popular gamesBe mentored by some of the best in the game.Hybrid working environment. Join a global agency group. 900+ strong!To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status.Please attach your CV and we will be in touch for a confidential chat. Let's do great things together!  "
210,Group Financial Controller,Acura Group & Highgate Air,"['Adelaide', 'Accounting', 'Financial Managers & Controllers', 'Full time']","“Someday,” you imagine, ”I’ll work for a fast-growth entrepreneurial company that is at the cutting edge of the construction and AC parts industry. A company that has a clear Vision, Purpose & Values -  that believes employees should enjoy what they do. A place that allows every employee, from the newest to most experienced, to contribute ideas.’Someday is today. If you are a people person with strong team values, that is eager for new challenges; if you are keen to work across all verticals, and be responsible for delivering insights, accurate financials and lead a team, we want to hear from you!Located South of the Adelaide city at our state-of-the-art facilities at Tonsley, every day of coming to work is fulfilling. Off street secure parking and a bright, cheery office is a pleasure to come to each and every day.Adelaide is the world's 3rd most liveable city - so if you are considering a move from interstate, ask us about our relocation contribution.Work for an industry leader that does things differently!Acura Group delivers solutions for the services in multi-storey building projects. With specialist labour saving products, breadth of range, dedicated delivery, technical assistance and compliance support, we help keep our customers' projects on time and within budget. We do things differently, making business better. Sometimes it is the little things that matter. We strive to be recognised as a supplier in which our customers have confidence and where we all enjoy the business journey. A fast-paced environment focussed on the customer delivering 5 times a day across Adelaide and Perth CBD with a guaranteed 2-hour delivery service that exceeds anyone in the industry!Highgate Air was founded in 1969 when car air-conditioners were both a luxury and a rarity. Back then, the business was built on the installation of ""under dashboard"" aftermarket air-conditioner systems. Now, in Australia, air-conditioners are a standard feature in almost every new car sold. Highgate Air has grown with the automotive air-conditioning market, taking on each new challenge giving it a unique position in the marketplace. Today, Highgate Air is a one stop shop for all automotive air conditioning needs. This is not just because of its extensive range. Highgate Air has the expertise needed to find the right component, part or tool for any automotive air conditioning problem.Our valuesPositivityExcellenceHumilityHonestyLoyaltyand be a true team player!The opportunityThe Group Financial Controller is responsible for the end-to-end processes across our Finance & Administration teams.Don't enjoy red tape and a hierarchy? This is a great opportunity to work with an awesome bunch of people and report directly to the Directors to ensure that accurate, timely financials and insights are provided to the Board.About the roleEnsure constant refinement of the Finance element of our ERP (Dynamics 365 Finance and Operations) system, ensure we are effectively using to drive efficiency and add value across the businessManage budgeting process across the business and report back to Directors and BoardOversee effective and efficient completion of the month end process, including applicable balance sheet reconciliationsSpecific department reporting provided to Board as and when required to ensure business opportunities and strategic opportunities are being maximisedProvide inventory reporting around aged stock, overstocked items and opportunity to drive improvementsAssist with procurement reporting and financial insight into key suppliers to improve cashflow and buying pricesEnsure compliance with appropriate accounting policies & procedures that ensures robust financial governance of the businessHelp compile and complete appropriate returns around superannuation, BAS, PAYG, Payroll Tax and GSTManage insurance partners, work with senior leadership/board, to ensure best rates and timely submission of reporting and renewalsProvide strategic and commercial input to the senior leadership team/board, ensure any financial or commercial risks are flaggedOverall responsibility for the Admin team and team developmentExperience requiredDeep experience in similar role(s) in fast moving businesses (5 Years+)Proven track record of managing, developing and driving teamsBroad knowledge, with demonstrable experience, across a range of financial accounting policies, processes and frameworksExperience of providing sound financial/commercial input to businessesExperience with Enterprise level ERP preferably Microsoft Dynamics AX/D365 or Finance and OperationsAdvanced Microsoft Excel skillsGood working knowledge across a range of accounting tools and systemsGood working knowledge of all other Microsoft Office productsWorking knowledge and experience using Microsoft Dynamics 365 F&O or AX is preferred but if not an enterprise grade ERPAbout youPositive, friendly and proactive attitudeVery strong numerical and analytical skillsStrong prioritisation skills, ensure all accounting deadlines are metProcess obsessed with an ethos of continual improvementEnergetic, driven and results focused personalityStrong influencing skills across a range of stakeholdersPassion for collaborating across functions to achieve positive outcomesVery high level of accuracy and attention to detailStrong verbal and written communication skillsWell-developed problem-solving ability, adept at finding creative solutions to challengesSelf-motivated and able to work alone or as part of a teamWilling to challenge the status quo, to innovate, and look for smarter ways of doing things"
211,Analyst,Bank of Queensland,"['Melbourne', 'CBD & Inner Suburbs', 'Information & Communication Technology', 'Testing & Quality Assurance', 'Novated Leasing & Discounted Financial Products', 'Full time']","About the Role
An opportunity has arisen for an Analyst to join our Group Technology team in a Permanent position based in Brisbane, Sydney or Melbourne.
The role is responsible for overseeing the identification, reporting and resolution of instances of non-compliance and ensuring the prevention of further occurrences through the continual development of improvements to processes, procedures and controls.
Key Role Responsibilities:
Design, and maintain a fit for purpose quality framework and test scripts to support oversight / file review / monitoring activities
Deliver on the outcomes of the Quality Program / Framework to support better experience for our customers and ensure compliance to policies and procedures
Support Quality Monitoring Officers by coordinating resolution and remediation of all identified errors and compliance breaches including the preparation of action plans
Support for operational teams in delivering corrective action (eg. coaching and customer remediation)
Ensure escalation and effective reporting of insights and root cause analysis across the function is provided to relevant leadership stakeholders so that appropriate action is taken to minimise re-occurrence
Identify, recommend and implement improvements to processes, procedures and controls across the function
Assist in writing and support the delivery of effective technical training and coaching solutions in response to findings, remediation activities and improvement initiatives
In conjunction with Management and First Line Risk, support the review and remediation of Operational Risk Events (OREs)
Key liaison for audit preparation and remediation of audit outcomes where required
Key point of contact and co-ordination of project resource (SME) requirements
Maintain effective relationships with internal business units, key contacts and relevant third parties e.g. customers, suppliers, regulators
About you
To be successful in this role you will possess the ability to engage and influence key stakeholders across all levels of  business with the aim of driving improvement and quality adherence initiatives. Advanced report writing, negotiation, presentation and verbal communication skills are a must as you help support the required behavioral and cultural change. 
Ideally you will have the below skills, knowledge and experience:
Considerable operational experience with the Banks systems and applications;
Knowledge of continuous improvement principles such as Lean Six Sigma;
Experience in using MS Office, particularly Excel and Pro-map;
Experience in preparing, analysing and presenting data and process documentation
Relevant Tertiary Qualification.
About Us
BOQ is one of Australia’s leading regional banks and provides a genuine alternative for Australian financial services customers and employees. Our purpose is to create prosperity for our customers, shareholders and people through empathy, integrity and by making a difference. Our ambition is to be known as the bold challenger bank; with multi-brands that are digitally enabled with a personal touch.
BOQ is passionate about providing opportunities for you to develop your career as we continuously adapt and deliver in a transformational and collaborative environment with a strong focus on community.
BOQ’s Inclusion vision is to foster a workspace that values and leverages difference and creates new possibilities, a place where our people feel confident to bring their best selves to work every day. We embrace difference and believe that our workforce should reflect the customers and communities that we serve.
In 2021 BOQ Group was awarded a Workplace Gender Equality Agency (WGEA) Employer of Choice for Gender Equality citation.
Our Benefits
• Flexible working arrangements
• Discounted financial products
• Salary sacrificing options
• Paid parental leave with no minimum
• Paid volunteer days
• Purchase annual leave
• BUPA Corporate Plan
• Employee Assistance Program (EAP)
• A ‘zero tolerance’ to Domestic and Family Violence (DFV) with active support for employees experiencing DFV
• Accessible work support through various practices, systems, office adjustments
• Gym, shopping, technology and travel offers
• 5 employee diversity network groups focusing on; First Nations Reconciliation Council, EPIC (LGBTIQA+), Multicultural, Gender and Early Career.
How to Apply
To apply for this role please follow the links or apply via our Careers Page.
The Bank of Queensland is committed to diversity and an inclusive workforce. Aboriginal and Torres Strait Islander People are encouraged to apply.
If you are successful for a role with the Bank of Queensland, it is a condition of employment that background screening is completed to ensure that the Bank complies with its obligations under the Anti-Money Laundering and Counter Terrorism Financing Act. These checks may include, but are not limited to: identity, verification, reference checks, criminal background checks, immigration checks, verification of academic qualifications, bankruptcy checks.
"
212,Multiple Data Analysts (APS5),Australian Bureau of Statistics,"['Hobart', 'Government & Defence', 'Government - Federal', '$75,200 to $84,468 plus 15.4% super ', 'Full time']"," About the ABSWe are Australia’s national statistical agency and an official source of independent, reliable information. We tell the real story of Australia, its economy, and its people by bringing life and meaning to numbers. We employ around 3,000 office/ work from home staff located across all capital cities and Geelong as well as 500 field-based interviewers. About the roles These are multiple permanent APS5 positions available full-time and part-time. Roles are based in Canberra, Sydney, Brisbane, Melbourne, Adelaide, Hobart and Perth in our Macroeconomic Statistics, Industry Statistics, Population and Labour Statistics teams.  As a Data Analyst you will be expected to have some relevant work experience however, we will support you with training, coaching and development opportunities. You will work in one of our divisional teams which have a diversity of work, people and locations. You will work collaboratively in a team of professionals to produce high quality statistics that Australia needs, and learn about relevant concepts, classifications, frameworks, data sources, methods and different types of analysis.  You will have opportunities to work on new developments such as evaluating and using new data sources and improving the processes and systems.  For example we have recently implemented the use of bank data to develop a monthly household spending indicator. View this video for more information on the types of work/ teams – SSG Recruitment Video - YouTube DutiesYour responsibilities, depending on the role, may include:analysing data for input into statistical compilation and data validation, including using alternative data sourcescommunicating findings, using judgement and real-world insights compiling and publishing statistical products, with a strong focus on continuous improvement applying statistical frameworks, classifications, standards and concepts that underpin the statistics working with internal and external clients to develop fit for purpose specifications of data solutions requirements critical thinking and reasoning: anticipating and analysing issues and developing logical conclusions  We are seeking people who have: strong conceptual, analytical, and creative skillsprevious work experience in a data or statistical roleexperience working in and contributing to a high performing teamgood oral and written communication skills, and can present and engage with clients/ stakeholdersDesirable (but not essential) are:experience supervising staff, and supporting staff developmentacademic qualifications in statistics, data science, mathematics, economics or other fields with a strong quantitative componentBenefitsAnnual salary increases Hybrid working (office and work from home)Inclusion and diversity networks Access to mentors and coaches Christmas to New Year shutdown (without using your leave)  Applications close 11:30 PM AEDT, Sunday 6th February"
