,Job Title,Company,multiple_details,Description
130,Team Lead - Data Engineering,Humanised Group,"['Brisbane', 'Information & Communication Technology', 'Other', '$120,000 - $145,000 + super + salary packaging', 'Full time']","Our client is one of Queensland’s most impactful and contributing not-for-profit organisations and they are seeking to hire a Data Engineering Team Leader to support their growing team in achieving their greenfield data objectives.  This is a wonderful opportunity for the right candidate to work within an organisation that is so deeply connected to ethical practice and positively impacting those who are disadvantaged. The right person will be an expert delivering and owning engineering projects, with a demonstrated expertise of Azure. You'll be directly reporting to the data and analytics manager and will be responsible for ensuring your team is achieving organisational data objectives.Your Key Responsibilities and Experience:  Assist with the data and analytics strategies and the delivery of engineering projects Consult with stakeholders to understand their business priorities and opportunities then proactively introduce innovative thinking and engineering solutions to those situations  Driven and be relentlessly committed to leading activity to simplify and automate reports, dashboards, extracts Outstanding interpersonal, communication (written and verbal) and liaison skills, and well-developed ability to engage and negotiate with stakeholders with varying levels of data literacy and technical knowledge Provide an enriched and valuable ecosystem of data platform and data services that drive innovation Play a vital role in leading the data engineering team - sound leadership skills with proven experience in mentoring a team/mentoring juniors Experience with SAS, SQL, ETL, etc. Demonstrated knowledge and experience of data engineering principles and practices Demonstrated experience and understanding of Azure   This is an amazing opportunity for someone with proven mentorship/team lead experience looking to take a step up in their career into a lead role."
131,Lead Data Engineer & Analytics Platforms,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,"['Melbourne', 'CBD & Inner Suburbs', 'Information & Communication Technology', 'Engineering - Software', 'Full time']","Reporting into the Network Analytics Manager, you will design and develop analytical use cases, applications, ETL's and Data Pipelines to improve network reliability and management. You will provide leadership and guidance to a growing team to ultimately upskill the business in their Network Analytics capability.Key ResponsibilitiesDevelop and maintain Data Engineering Best Practice guidelines.Ensure Analytics Data Model is kept up to Date.Ensure ETL and Use cases developed meet the Data Model and Data Engineering best practice.Ensure Ad Hoc data request to team are being delivered as per business requirements.Provide Technical guidance to team in regards best practices around ETLs and Data Pipelines and applications.  Ensure Team is working on ETLs, Data Pipelines and applications as prioritised by the business to ensure scheduled deliverables are being met.Key RequirementsETL ToolsData PipelinesCloud Platform (AWS)Good working knowledge of SQL databases and programmingUnderstanding of Supportable, Debugable, Production quality codeUnderstanding of application automation, Release lifecycle knowledge and Code control methodologiesInnovative, solution orientated approach with a can-do attitudeStrong accuracy and attention to detailHighly developed analytical and problem solving skillsPython programmingR programmingMachine and Artificial Intelligence experienceGood working knowledge of BI tool sets and dashboard writingSalary and BenefitsHave the opportunity to lead and upskill a growing, complex and innovative Network Analytics domainLong term, permanent engagementStrong opportunity to develop and use strong leadership capabilityFor a confidential discussion, please contact Joseph Petrovski on 0469 814 671. Alternatively you can forward your updated CV to joseph.petrovski@talentinternational.com or apply for this engagement via SEEK."
132,Data Engineer - Insights,Coles,"['Melbourne', 'CBD & Inner Suburbs', 'Information & Communication Technology', 'Engineering - Software', 'Full time']"," Coles Supermarkets  MELBOURNE Requisition ID: 36941 Employment Type: Full time Good things start hereThis could be the very first step towards an exciting new career with us – a fresh beginning. At the Coles Group, these are moments we live for.Starting good things is what drives our purpose: to sustainably feed all Australians so they can lead healthier, happier lives. With a team of 120,000 people and an iconic portfolio of Australia’s most trusted brands, we’re perfectly positioned to turn a promising start into a whole lot more.  What you’ll be doingThe Insights team within the broader Coles Technology team focuses on building data collection and analytics capabilities to uncover customer, products and operational insights, providing data driven support to our users, and enabling Coles to be a data driven organisation.We are embarking on engineering, enablement, operations and delivery of key data initiatives, building them using market leading cloud technologies, including; MS Azure, Databricks, Snowflake and Spark.The cloud transformation journey we are in, focuses on democratising and streamlining sharing of data across team and will enable teams to operate more efficiently, provide better insights, and scale with the exponential growth of data.You will be pivotal in making this happen by:- Governing & Managing the Insights Snowflake & Oracle ETL environment.- Develop business intelligence applications for data analysis, optimized for the best performance and scalability on Snowflake.- Manage environments in accordance with company security guidelines. Good things you’ll needThe Data Engineer – Insights will design and govern the reporting solutions in Snowflake, as well as deploying and debugging cloud initiatives in accordance with best practice through the development life cycle and ensure standards are maintained.In addition, you be required to create and build high quality DevOps friendly, scalable, reusable solutions and componentsAt least 4 years relevant experience across Cloud Technologies Experience in developing, monitoring and maintaining solutions on the Snowflake platform. Expert knowledge of SQL/PL-SQL programming. Good understanding of data warehousing concepts including ETL mechanisms. Understanding of BI reporting tools such as MicroStrategy and PowerBI Strong analytic and problem-solving skills At least 2 years relevant experience across Cloud Technologies Exposure to Data Factory and Databricks Demonstrated experience with coding languages such as Scala, Python, PowerShell, Ansible, Puppet, Bash and SQL Exposure to DevOps, CI/CD processes and best practices Strong understanding of Data Modelling Concepts Certification in Snowflake (SnowPro) preferred.  If this sounds like you, we are keen to chat!  Given the state/ territory of the position you are applying for, and to enable Coles to provide a safe environment for its team members, there may be a requirement for you to receive a COVID-19 vaccination before commencing work for Coles, unless you are medically exempt.Given this, you will be required to disclose your COVID-19 vaccination status as part of your application for employment with Coles. You may be required to provide further evidence of vaccination status as part of your application. Why Coles?We’re committed to making this a great place to work, from day one. From flexible working arrangements to discounts across all our internal brands (including 5% off at Coles supermarkets!), there are plenty of reasons to love working here. Explore all this and more at our Coles Careers website.Coles Group is an endorsed employer for all women. See our range of benefits and policies directly at WORK180: Coles Group – Work180 Endorsed Employer [link removed]For everyone who shares our passionWe encourage applications from people of all ages, nationalities, abilities and cultures – including Aboriginal and Torres Strait Islander peoples, the LGBTQI+ community and people living with disability. We’re happy to adjust our recruitment process to support accessibility needs – so reach out to us at www.careers.colesgroup.com.au > Careers for everyone > Disability employment.We’d love to meet youIf you have the skills, experience and motivation to succeed in this role, please take the next step and submit your application. "
133,Data Scientist - Global Finance Company ,Bluefin Resources Pty Limited,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Banking & Financial Services', 'Analysis & Reporting', '$150k - $165k p.a. + plus super', 'Full time']","Data Scientist - Global Finance Company End to end role within Advanced Analytics with focus on ML techniquesProven experience in creating solutions from business/ data problemsThe CompanyA well-established global General Insurance company is looking for a passionate Data Scientist to join their Advanced Analytics team, to lead the way in analysing large amounts of raw information, find patterns and build data products to help make accurate predictions and better business decisions.The RoleWorking in a fast paced and dynamic team you will report to a passionate Senior Manager and manage the entire lifecycle of projects - from working on analysing large datasets to discover trends and patterns, building predictive models and machine-learning algorithms and deploying modelling solutions into operational practices.Your goal as a team is to ensure the delivery of robust, scalable and stainable advanced analytics solutions to deliver better customer outcomes, automate processes to solve business problems.ResponsibilitiesResponsible for prototype solutions, mathematical models, algorithms, machine learning techniques, and robust analytics to provide insights and development of data productsContribute to the strategy across various aspects of audience planning, set-up, optimization and insights, through insights and visualization of complex data setsAnalyse large datasets of both structured and unstructured data to discover trends and patternsBuild predictive models and machine-learning algorithms and deploy models into opertaional practicePropose solutions and strategies to business challengesAbout You2-4 years' years of experience applying ML techniques to solve real-world business problems within a commercial setting - Banking and Finance exp is highly regarded.Tertiary education in the Science, Technology, Engineering or Mathematics disciplines will be a big plus.Experience of using data mining, statistical methods and machine-learning techniquesProgramming experience across : ML, Python and SQLDemonstrated ability to navigate complexity and ambiguity to provide pragmatic commercial solutions, which meet stakeholder expectations.Track record of building effective relationships internally and externally with stakeholders, intermediaries and service providers.Excellent verbal and written communication skills, capable of communicating with audiences at all levels with clarity, impact and influence.This is a great opportunity to work with a market-leading brand that offers excellent training and development to support continuous learning and careers opportunities.Please apply on-line or for more information please contact Kausty Mahajan at Bluefin Resources on 02 9270 2603. "
134,Senior Data Scientist - 195k Package - fulltime,Correlate Resources,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Information & Communication Technology', 'Other', '155,000 + super + Bonus', 'Full time']","ABOUT THE COMPANYOur client is an industry leading brand who dominate their place in the Australian market. They boast some of the industry's largest and most complex data assets. Due to the ongoing success of the team a brand new position has been created for a Senior Data Scientist.DUTIESWith the key focus on supporting the development of a cutting edge customer recommendation engines the responsibilities of this role will include:   You will be working to understand project requirements and best practice methodologies.  You will be Managing, manipulating and automating production of complex data sets in a true big data environment leveraging skills in Hadoop, Spark, Scala, R, Python and SQL. You will Deliver and automate a range of bespoke Data Science, Machine Learning, Statistical Modelling led projects  SKILLSThe skills and experience you need for this Senior Data Scientist role:  A strong academic background (Phd or Masters ) in a highly relevant discipline Computer Science, Data Science, Statistics, Engineering. Enthusiastic Kaggle competitors will be looked upon favourably.  Commercial experience working in a range of complex models relating to customer marketing strategy Strong technical ability to manage, manipulate and automate production of complex data sets in a true big data environment A strong appreciation of a range of Data Science, Machine Learning, Statistical Modelling techniques that may include; Gradient Boosting / XGBoost, Neural Networks,  Recommendation / Decision / Scoring Engines, Predictive Modelling, Linear/Logistic Regression, Attribution Modelling, Customer Segmentation, Unsupervised & Supervised Learning, Bayesian Statistics, Principal Component Analysis, etc.  BENEFITSEmploying the industry's brightest analytical minds they offer a hot bed for innovation and offer unparalleled opportunities for career development and growth. SALARYPermanent - Up to $155,000 + super + BonusHOW TO APPLYPlease click on the 'Apply' button below or email your resume to kif@correlateresources.com"
135,Data Engineer,Humanised Group,"['Melbourne', 'Information & Communication Technology', 'Other', '$750 - $1000 inc. super per day', 'Contract/Temp']","Overview of the Role:A large national client that operates within the financial services sector is seeking to hire a data engineer on a 6 month contract with possibility of extension. The right candidate will ideally be looking for a mid March start. This is a great opportunity to join a stable and agile organisation that handles projects with ease across their national teams. In the eyes of a contractor this is potentially a dream spot to spend your next 6 months (or more).Role Responsibilities:  Ensuring effective data warehouse solutions are built for use across the organisation Incorporating ETL best practices and designing, building, and deploying appropriate pipelines Optimise current ETL processes Provide 3rd level operational support of the data warehouse Liase with a wide range of internal stakeholders to build and deploy solutions Design, build, and manage data pipelines Incorporate unit, integration, and user acceptance testing  About You:  5+ years as a data engineer 5+ years working on ETL/Data warehouse development 5+ years SQL Previous and demonstrated experience working on an Azure cloud platform Experience with Python, R, and/or Data bricks is highly desirable  To view a JD and have a confidential chat please do not hesitate to apply. This position is potentially an ideal next port of call for any data engineering contractor."
136,Junior Data Engineer- Data Pipelines & Warehousing,AMP Services Limited,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Information & Communication Technology', 'Developers/Programmers', 'competitive salary + 12% super + bonus', 'Full time']","The opportunityWe are looking for a Junior Data Engineer, ideally with AWS development experience as well as exposure to large, complex, data ingestion pipelines, to join our Data Platforms team and provide development support on a number of projects.
How you will make an impact• Design, build and test core extensible data infrastructure and solutions on AWS technologies• Work with other data engineers and data analysts to build new and extend existing data structures to support real-time and batch data ingestion pipelines
• Assist in the development and maintenance of the team’s service catalogue, actively seeking new ways and approaches to improve the breadth and efficiency of services• Support the implementation of regular maintenance activities and projects ensuring delivery to desired outcomes and within budgets• Build relationships and developing platform advocacy across a variety of stakeholders including internal customers, vendor and partnersWhat you will bring to the role • At least twelve months of development experience (e.g. Scala, Python)
• Exposure to big data open-source framework for data processing in AWS
• Demonstrated ability to communicate and collaborate with the team onshore & offshore
• Previous Financial Services industry experience strongly preferred
• Tertiary qualifications in computer science, engineering or business or other relevant qualification. Alternatively, has demonstrated experience in similar roles.
• AWS Certified Developer qualifications highly desirableIs this your dream job?  ….then apply today!  We review applications as soon as we receive them and if we find our perfect candidate, we may close the role earlier than the advertised close date.
Working for AMP We are transforming our business. We are looking for people with courage, accountability and integrity who inspire the same in others. If you are comfortable challenging the status-quo and perform at your best in an evolving and complex environment - we need you. 
“AMP -The investor in all of us” The investor in all of us - AMP [link removed] 
Wellbeing & BenefitsWe invest in the health, wellbeing and development of our people by offering a range of great benefits to support you be your best, professionally and personally:

We-Flex: Choose how, when and where you work.
CHAMP Program: Access for you and your family to 24/7 wellbeing and counselling support.
Well-being programs and activities: Annual health checks, flu vaccinations, information sessions.
LinkedIn Learning: and other Learning@AMP programs to grow your career.
Volunteering: opportunities through our AMP Foundation.
Financial Well-Being: competitive home loans, leading superannuation contribution, discounted financial advice and personal insurance. 

Inclusion & DiversityThe diversity of our people is core to our ability to innovate, grow and achieve great outcomes for our people, customers, shareholders and the community. If you have a natural curiosity, an appreciation for differences and an innate willingness to help others you will be valued at AMP.
At AMP we are committed to improving employment opportunities for Aboriginal and Torres Strait Islander peoples and we encourage applicants from Aboriginal and Torres Strait Islander descent to apply. Read more about our Reconciliation Plan here [link removed].
Let us know when you apply what we can do to help you show up at your best during our selection process.  
Message to recruitment agencies Please do not send unsolicited resumes to any AMP employee in relation to this role or others. We cannot accept unsolicited resumes or be responsible for fees related to unsolicited candidates. "
137,Senior Data Engineer,Wesfarmers,"['Melbourne', 'CBD & Inner Suburbs', 'Information & Communication Technology', 'Engineering - Software', 'Full time']","Senior Data Engineer | Digital EcosystemAt Wesfarmers we believe in measuring success through impact. Our achievements are deeply rooted in the desire to continually reinvent ourselves for the brands we stand behind, destinations that many Aussies call home. Think retailers like Bunnings, Kmart, Target, Catch and Officeworks. Our work doesn’t stop there though, we also operate in the industrial sector which supplies the nation with chemicals, energy and fertilisers, and industrial and safety products. Join us as we embark on one of our most game-changing ambitions yetWe aspire to lead in the data and digital space. But aspiration alone won’t get us there. So, we’ve committed to backing our vision with an additional $100 million investment, fast tracked over the next 12 to 24 months.We are looking for the brightest data, digital and tech talent in the industry to join us to build a revolutionary data and digital ecosystem from the ground up. It’ll be transformational work that will drive change across the industries we operate in. What you’ll be doing: In this role you will be responsible for optimising data platform engineering and architecture, as well as designing and building data products used by and co-created with cross functional teams focused on customer outcomes.You will help evolve our data platform, which is built around technologies like Snowflake, Kafka, Airflow, DBT – and will need continuous improvement as data use cases grow. This will involve closely working with other internal specialised tech teams such as platform engineering and security.You’ll be collaborating with consumers of the data platform, helping to optimise ease of use, as well as deliver business outcomes through supporting the surfacing of customer insights, and enabling data-driven action. Platform consumers include data analysts, data scientists and product owners – and will grow in line with our data strategy and principles of decentralisation.Contribute to the data platform product roadmapInfluence and adopt architectural and engineering principles and ways of workingDesign and implement ingestion and ETL/ELT for batch, micro-batch and real-time data sourcesLead the development and delivery of appropriate leading practice data and analytical initiatives in an agile, pragmatic way, reflecting business needs, constraints and KPIs (e.g. time, quality, value & cost)Coach and mentor team members (2-3 Data Engineers within the team)Establish and implement engineering principles and practices such as version management, documentation, testing and CI/CD to enable both quality and speed What you’ll need: Hands-on experience building production data pipelines using one or more frameworks such as Airflow, Kafka, SparkProgramming experience. Proficiency in Python and interest in learning other languages as selected by the team (e.g. Scala)Experience with AWS and infrastructure-as-code and willingness to upskillExpertise in data modelling (e.g. dbt)Working knowledge of querying tools, such as SQLNice to have’s: Analytics or business intelligence experience (2+ years)Working knowledge around data mining, machine learning, MLOps, natural language processing, or information retrieval Why we think you’ll love working here:Accelerate our data journey. We’ve worked hard at building an environment for you to lead change. Thrive off a challenge as you work with one of the largest data sets in country on a variety of complex problems that will make a strategic impact.Be backed to succeed. As a top three strategic priority set by our CEO, your work is more than an initiative, it’s a game changer. With a clear data driven vision, plus all the tools and learning you need, the tone is set for you to succeed.Work with the best and brightest. In a community of industry-leading innovators with a diverse and deep set of skills and experience, you will learn, collaborate, and co-create to achieve great things.Benefit from variety and balance in this multi-faceted role. Combine your thought-leading approach and hands-on expertise as you collaborate on projects across our businesses. Owning your craft, this role allows you to find the right balance between stretch and sustainability, work and life.  Next steps This is a unique opportunity to jump in at the beginning of what we believe to be one of our most game-changing ambitions yet. If this sounds like the challenge you’re looking for, then contact Sheetal Prasad on 0434 594 201 or SPrasad@wesfarmers.com.au.Wesfarmers strives to create an inclusive and diverse work environment which promotes the development of our people irrespective of gender, ethnicity, generation, flexible work status, family circumstances, sexual orientation or disability."
138,Data Analyst ( 12 Month Contract),Cancer Council New South Wales,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Science & Technology', 'Mathematics, Statistics & Information Sciences', 'Full time']","About Cancer Council NSW
Cancer Council NSW is a community funded and focused not for profit. We are the largest cancer charity in NSW and our point of difference is that we work across every area of every cancer, from research right through to support.
Cancer Council NSW is an inclusive place to volunteer and work. We embrace diversity, celebrate our differences, and inspire each person to be their authentic self at work. As we strive to represent the communities we serve, we welcome and actively encourage applications from Aboriginal and Torres Strait Islander people and other diverse groups.
About the team
Cancer Council NSW and The University of Sydney have formed a Joint Venture, The Daffodil Centre. Cancer Council NSW is Australia's largest cancer research organisation with established links to policymakers and internationally recognised researchers. The University of Sydney is Australia's first university and its Faculty of Medicine and Health, and Cancer Research Network include many of the world's leading researchers across all health disciplines.
The Daffodil Centre combines the complementary strengths of these two partners to concentrate cancer control research expertise, accelerating the partners' aims towards the realisation of a cancer free future.  It is an exciting time to join the team!
About the role
Based primarily in our Woolloomooloo office, with flexibility to work from home, the role will work towards managing and analysing large datasets for projects within the Cervix & HPV stream research programs, document methods used and prepare tables and figures of results to support the production of reports and publications.
This position will be closely involved in preparing codes, data analyses, report writing, stakeholder engagement and presentation of results, for safety monitoring of National Cervical Screening Programs, for the New Zealand Ministry of Health, and Commonwealth Department of Health.
The Key Responsibilities of the role are:

Be responsible for managing several large health datasets, including all required documentation, ensuring that ethical and privacy requirements are met
Develop, maintain and document computer code to undertake data extraction, cleaning and tabulation of data for research projects and contract work undertaken by the DC
Develop, maintain and use computer code to undertake data analysis for projects in DC research programs
Work effectively with software applications including statistical packages (such as SAS, STATA), word-processing, spreadsheets, databases, and communication tools
Maintain effective working relationships and liaise with team members, collaborators and external agencies including data custodians for downloading data updates as necessary
Assist with preparation of ethics applications, including data analysis protocols, and other reporting relating to data
Preserve the privacy of personal information and confidentiality of study data
Assist Daffodil Centre research teams in a variety of other activities including report preparation for internal purposes and external agencies
Work to timelines and complete outputs in accordance with agreed plans
Provide support for the research teams including regular reports on progress

About You

Tertiary qualifications in statistics, biostatistics or a related area with a substantial component of numerical analysis or postgraduate training in biostatistics and epidemiology
Experience in using and developing code for statistical software packages, in particular SAS or STATA
Experience in managing, interpreting and analysing complex data; preferably with experience in health-related data and linked datasets
Experience in the analysis of epidemiological data; familiarity with methods of categorical and continuous data analysis using logistic regression, generalized linear models, and related regression techniques
Demonstrated skills in word processing, spreadsheets, databases and graphics software
A demonstrated interest in health-related research, preferably including tertiary qualifications in public health or a similar field
Understanding of research ethics requirements
Excellent writing skills with experience in the preparation of reports or publications

 About the Benefits

Work for purpose and know that your work fosters an engaged, diverse and culturally aware organisation.
Access to flexible work arrangements including a balanced approach to WFH and office.
Generous salary packaging options that can increase your take home pay by paying certain expenses using pre-tax dollars up to $15,900 a year.
Additional performance-based leave available.
Discounts available for everyday expenses such as private health, retail and fitness.
Recognised for Voice Project's 2021 ""Best Workplace"" Award.

If you require any adjustments to submit your application, please get in touch with us at careers@nswcc.org.au 
Apply Now - by visiting our website directly. Go to www.cancercouncil.com.au/jobs then click on the role title and submit your cover letter and resume."
139,Lead Data Scientist,TheDriveGroup,"['Sydney', 'CBD, Inner West & Eastern Suburbs', 'Information & Communication Technology', 'Engineering - Software', 'Full time']","Join a leading Australian business as they look to continue to scale their personalisation practice.    My client is recruiting a Lead Data Scientist, to help the business continue its personalisation journey. As the business continues to grow and develop, the personalisation team will be instrumental in ensuring maximum customer growth and retention.    You will bring your passion for data and customer experience and combine that with your leadership skills to guide a team of 6 Data Scientists through a personalisation journey. You will be working with stakeholders and collaborating with other tech teams to build market-leading solutions, aimed at providing a leading customer experience.    What You’ll Do  Provide insight into the personalisation strategy through Collaborate with cross-functional technical teams, including Data Engineering and Software Engineering Lead a team of Data Scientists and take responsibility for all aspects of technical output Liaise with business stakeholders and delivery teams to implement algorithms into production Translate analysis and modelling output into actionable insights to uncover areas of development for the business     What You’ll Bring  Prior experience leading a team of Data Scientists Minimum of 6 years developing predictive models, as well as experience deploying models onto a cloud-based platform Experience programming in Python, strong SQL skills and exposure to cloud Strong analytical skills, as well as experience working in complex environments with several stakeholder groups.     This is an exciting role, and opportunity to lead a key team in one of Australia’s most exciting businesses. With the unlimited potential for growth in the personalisation area, now is the time to join in a senior role.    For more information, please reach out to Andrew de Roos at andrew@thedrivegroup.com.au.    Follow Us On LinkedIn: https://www.linkedin.com/company/thedrivegroup For The Latest Tech News, New Jobs & Our $1000 'Introduce A Friend' Referral Fee"
140,Data Engineer,Eden Ritchie Recruitment,"['Brisbane', 'CBD & Inner Suburbs', 'Information & Communication Technology', 'Engineering - Software', 'Contract/Temp']","
Data Engineer
Immediate Start
Highly Competitive Market Rate

 
Eden Ritchie Recruitment are seeking experienced Data Engineer’s to join a large government department in the Brisbane CBD on a 6-month contract with the possibility of extensions. 
 
In this role you will: 

Develop and implement solutions to ingest, integrate and make data available in cloud services.
Design, build and deliver data marts for enterprise-wide use, which provide strong quality and security controls.
Develop and deliver test scripts and government data security controls which ensure data integrity and quality.
Optimise business critical requirements and curate data models which meet business needs and deliver organisational change
Design and implement cloud-based data platforms which support business users self-servicing data, investigating raw data and integrate data models.

 
To be successful you will need to be experienced in: 

Snowflake and Matillion tools.
Cloud platform experience (AWS environments).
Experience working with data cataloguing tools which support business users accessing data pipelines and marts.
Strong experience in the design and build of data marts which service enterprise self-service analytics.
Demonstrated experience in sourcing data from various databases and warehouses including SQL and NoSQL.


Have hands-on experience in big data environment using Azure or AWS webservices such as S3, EC2 and Redshift.

 
If you are interested in this job opportunity, please APPLY NOW on our website, or call one of the Eden Ritchie team, Emma (3230 0032) or Ed (3230 0018) for more information.  Job Reference: 558136"
141,Director - Data Analytics & AI,Opus Recruitment Solutions,"['Melbourne', 'CBD & Inner Suburbs', 'Information & Communication Technology', 'Management', '$200000 - $250000 per annum, Benefits: Huge opport', 'Full time']","Director of Analytics & AI  Huge opportunity to grow your career to the next levelEstablished working relationships with some of the global tech giantsWork on real-world cutting-edge Analytics & AI technologies in a practical sense Are you a natural born leader with a passion for leading successful data teams? Or do you come from a background of Data Engineering, Science, Analytics, AI/ML, Business Intelligence, and see yourself coaching, growing, and inspiring fellow team members to follow best practices and demonstrate delivery experience? Does the word ""generalist” rather than ""specialist"" resonate with you, when you mix the idea of transforming companies Analytics’ & AI capabilities using the latest tech? If so, then I'd love to hear from you!  Please note you must have full AUS work rights to be considered for this role ie. PR or AUS Citizenship   The Role:  This role is based in Melbourne and has WFH flexibility. From a high-level point of view, as one of the Director's within the Data & AI team - which comprises of 500  specialists, split across two divisions - you will be responsible for leading your project team to address highly complex problems through data driven solutions. Ideally being a generalist in your field, rather than a specialist, you will use your expansive knowledge and prior experience in Data and AI to understand real-world business challenges and deliver practical solutions in a timely manner, whilst continuing the growth and development of your team.   Key Requirements: Minimum 10  years’ experience in any data field, having held some senior lead roles Excellent communications skills, and ability to liaise with stakeholder management of all levels, i.e., managers, CTO, leads, etc.Demonstrable experience in ML/AI projects, with proven business impact from ideation to production Proven ability to curate, lead, develop and grow out high performing teams (virtual teams a plus!)A mentality of getting the job done, without getting carried away by the small trivial details, ie. crunching the numbers down to 7 decimal points etc.Experience with ANY cloud services - AWS, Azure, GCPPersonal Attributes: High level of business acumen Strong leadership traits, ability to handle pressure effectively A high personal drive to succeed in life in generalGreat interpersonal skills and a friendly persona Enjoys giving talks at events and conferences BenefitsSolid career move (or continuation) to the next level within Data and leadership Work on cutting edge Analytics & AI technologies in real world environmentsWork on projects in Australia and APAC to transform and implement Analytics & AI capabilitiesWorld-class learning, development, and leadership programs throughout your careerExposure to clients such as Google, Microsoft, AWS, Snowflake, Salesforce, and Apple Don't miss out on these great opportunities. Secure your next career move, with a quick confidential chat over the phone! Send me a DM or drop your CV to my email ASAP. If these roles aren’t suitable, but you know somebody who might be good for the role, please share the opportunity! Daniel.kim@opusrs.com.au"
142,Senior Data Engineer - Machine Learning,Jetstar,"['Melbourne', 'CBD & Inner Suburbs', 'Information & Communication Technology', 'Engineering - Software', 'Full time']","Join and shape a growing Data Science and Analytics Team in Jetstar TechnologyFlexible working options availablePermanent role based in our Collingwood head office in Melbourne CBD Jetstar thrives on innovation! We are always looking to employ ambitious and proactive professionals to help our business work smarter and more efficiently. You will be encouraged to think innovatively whilst developing and maintaining best practice. What’s more, this role will see you working as part of a broader group Jetstar and Qantas structure. As a Senior Data Engineer, your primary goal will be to work collaboratively with Data Scientists, DevOps & Data Engineering team to help design and build a cutting-edge machine learning systems across ""NextGen"" Cloud Data Platform. You will bring professional experience scaling and deploying robust production code and data pipelines. This role supports a data science team and helps with computer science, software engineering and big data skillsets to help with deployment, reliability and performance of data science models. In addition, you will help bring in best practice for engineering, including research and adoption of new tools, open-source technologies and cloud platforms where they fit business needs. Key responsibilities of this role will include:Deploy, manage, and operate scalable, highly available, and fault-tolerant ML systemsEducating and implementing best engineering practices across MLAutomate or improve existing code, data science work, testing, model validation, optimisation, difficulties with scalability or speed up run-timesAssisted a senior data scientist to scale a model using Kubernetes, Argo or kubeflow - so it is easier to move into production and scale.ML Governance inc. Compliance & Risk Management – Versioning, Auditability ensuring compliance with regulations.Pioneer new tech and approaches to improve time to market, reliability and performance of ML modellingBuild or monitor distributed productionized ML Assets including Alerting, drift detection, performanceCollaboration with DevOps/CICD practices, automation framework – Infrastructure as Code (IaC)        To be considered for this role you will have:Tertiary degree (or equivalent experience) in Computer Science or related field3-5 years' experience working with cloud-base services and DevOps concepts, tools and practicesStrong Scala, Python and SQLStrong data pipeline and machine learning pipeline experience with big data (preferably AWS)Experience with Unix/AIX/Linux environments, Docker, SageMaker, Data Bricks.Practical knowledge of various classes of ML algorithms, techniques and packagesStrong domain knowledge of data science workflows (end to end ML modelling)Experience with full MLM (model lifecycle management)Good communication skills & confidence in sharing and presenting ideas with data engineers/data scientists.Experience in an Agile environment and with scrum ceremonies. This is a challenging role and we will expect great results from the successful applicants.  In return you will get to be part of a smart, driven, high performing team with real opportunities for you to make your mark and build your career within a great organisation in an exciting industry. Our CultureJetstar is alive with a sense of adventure. Day in and day out, our teams search for new places to fly, new ways to add value and new ideas to improve performance. If you love the road less travelled, you’ll love working here because ours is a team who innovate every day, thrive on delivery, support each other and celebrate our successes. You’ll be supported to challenge, anticipate and explore while you work will connect people and enrich lives. We encourage diversity and aim to create an environment where our employees feel valued, respected and enabled. Applications close on the 6th of February Please note: applications will only be considered for candidates who have the right to work in Australia / New Zealand without restriction or sponsorship."
143,Data Scientist,Robert Walters,"['Adelaide', 'Information & Communication Technology', 'Database Development & Administration', 'Attractive Package', 'Full time']","pointData is an Australian owned and based predictive analytics company that provides superior property and planning advice based on state of the art algorithms driven by artificial intelligence. pointData's aim is to better inform people's decisions, help business grow and assist policy makers to shape our cities. pointData has a strong management team, high calibre data scientists and systems engineers with extensive modelling experience, advised by property and planning professionals with Australia-wide residential property and development, urban planning and spatial data experience. As a Data Scientist, in consultation with peers and management, you will be responsible for furthering pointData's technical capabilities via data engineering, data science and software development. The Data Scientist will document development efforts in accordance with project design goals and best practices as well as manage data structure designs and implementation.  Key Responsibilities:Formulate and lead analytical studies against large data-setsDesign, implement and validate machine learning and other predictive models to deliver commercial outcomesDevelop and apply statistical methods for analysis and validationPlan and carry out data collection, conversion and processing pipelinesDesign and employ systems related to data storage, automation, delivery and validationSupport software development with a focus on Python projects Key Requirements: Demonstrate capability in all areas of responsibility with at least 5 years of experienceAbility to deliver fit for purpose automated valuation models across Australian States and Territories where data is availableExperience with significant proportion of contributed code to pass the peer review process with limited rework requirementsExceptional organisational and project management skills, ability to manage multiple projects, ability to meet deadlines, and strong attention to detailRelevant tertiary qualification and/or industry experience If you are a dynamic, motivating, and entrepreneurial minded individual with an internal drive to continuously hit goals, this is the role for you! You will be working with a highly enthusiastic team with a passion to create change for the whole organisation. Aboriginal and Torres Strait Islander Peoples are encouraged to apply.To apply please click apply or call Ash Nair on 08 8216 3517 for a confidential discussion."
